Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2008-06-29,1,75,60,68.0,58,61,0,3,0.58,29.08,29.77,7.3,31,9.7
2008-06-30,1,80,59,70.0,50,58,0,5,0.0,29.28,29.98,6.0,34,9.6
2008-07-01,1,83,58,71.0,51,60,0,6,0.0,29.24,29.97,8.1,24,8.0
2008-07-02,1,87,63,75.0,62,66,0,10,0.2,29.09,29.79,8.7,23,13.2
2008-07-03,1,71,55,63.0,51,57,2,0,0.0,29.34,30.04,11.6,3,12.0
2008-07-04,1,76,52,64.0,50,57,1,0,0.0,29.35,30.06,6.0,5,6.6
2008-07-05,1,80,54,67.0,52,59,0,2,0.0,29.31,30.03,4.6,7,7.0
2008-07-06,1,87,59,73.0,57,65,0,8,0.0,29.21,29.94,9.3,19,9.4
2008-07-07,1,87,71,79.0,67,71,0,14,0.03,29.16,29.87,10.9,22,11.9
2008-07-08,1,85,70,78.0,67,71,0,13,0.03,29.1,29.81,7.8,26,9.1
2008-07-09,1,85,67,76.0,55,63,0,11,0.0,29.26,29.95,9.5,31,10.3
2008-07-10,1,82,64,73.0,63,66,0,8,0.72,29.26,29.99,8.5,23,9.2
2008-07-11,1,88,64,76.0,65,69,0,11,0.34,29.23,29.97,5.2,20,8.4
2008-07-12,1,81,65,73.0,63,66,0,8,0.73,29.19,29.89,7.7,26,10.3
2008-07-13,1,79,62,71.0,54,61,0,6,0.0,29.12,29.84,12.1,27,12.4
2008-07-14,1,84,62,73.0,54,62,0,8,0.0,29.22,29.92,4.5,29,7.8
2008-07-15,1,90,61,76.0,62,68,0,11,0.0,29.3,30.0,6.8,23,7.4
2008-07-16,1,90,71,81.0,66,70,0,16,0.0,29.39,30.09,5.0,23,7.2
2008-07-17,1,89,71,80.0,66,71,0,15,0.0,29.33,30.05,8.6,22,9.0
2008-07-18,1,86,74,80.0,68,72,0,15,0.04,29.24,29.95,2.6,22,5.4
2008-07-19,1,78,67,73.0,68,69,0,8,1.61,29.19,29.91,2.0,33,5.8
2008-07-20,1,86,68,77.0,68,71,0,12,0.74,29.2,29.91,4.5,25,5.7
2008-07-21,1,83,68,76.0,65,68,0,11,0.13,29.21,29.92,3.3,3,7.4
2008-07-22,1,77,63,70.0,59,64,0,5,0.0,29.31,30.0,8.2,3,8.7
2008-07-23,1,81,60,71.0,52,60,0,6,0.0,29.39,30.1,7.6,2,8.5
2008-07-24,1,82,59,71.0,53,61,0,6,0.0,29.33,30.05,3.9,24,4.4
2008-07-25,1,82,61,72.0,63,67,0,7,0.0,29.26,29.99,5.5,23,6.9
2008-07-26,1,84,65,75.0,58,65,0,10,0.0,29.22,29.94,8.5,31,9.1
2008-07-27,1,83,62,73.0,58,64,0,8,0.0,29.16,29.89,5.9,24,6.7
2008-07-28,1,85,66,76.0,63,67,0,11,0.0,29.16,29.87,4.0,7,6.1
2008-07-29,1,88,65,77.0,67,70,0,12,0.05,29.14,29.85,6.4,20,7.9
2008-07-30,1,89,72,81.0,65,70,0,16,0.0,29.04,29.75,7.8,27,8.6
2008-07-31,1,89,72,81.0,67,70,0,16,0.14,29.06,29.76,4.9,27,5.8
2008-08-01,1,89,68,79.0,68,72,0,14,1.05,29.09,29.79,3.1,31,5.7
2008-08-02,1,81,65,73.0,59,65,0,8,0.0,29.24,29.93,8.4,3,9.2
2008-08-03,1,84,61,73.0,61,66,0,8,0.0,29.24,29.96,5.3,18,6.0
2008-08-04,1,87,70,79.0,68,70,0,14,2.43,29.18,29.9,3.1,18,9.0
2008-08-05,1,87,69,78.0,67,71,0,13,0.0,29.24,29.93,6.2,31,7.4
2008-08-06,1,84,67,76.0,60,66,0,11,0.0,29.29,30.0,6.8,30,8.1
2008-08-07,1,82,64,73.0,56,63,0,8,0.0,29.26,29.98,7.8,34,9.4
2008-08-08,1,79,63,71.0,54,61,0,6,0.0,29.29,30.01,4.5,2,7.4
2008-08-09,1,80,62,71.0,58,62,0,6,0.0,29.2,29.92,2.6,31,9.0
2008-08-10,1,74,58,66.0,52,58,0,1,0.0,29.31,30.02,8.4,2,9.0
2008-08-11,1,77,59,68.0,57,61,0,3,0.0,29.3,30.02,3.9,5,6.3
2008-08-12,1,77,61,69.0,57,62,0,4,0.0,29.17,29.9,3.3,10,3.8
2008-08-13,1,79,66,73.0,59,63,0,8,0.06,29.11,29.84,3.0,7,4.6
2008-08-14,1,79,63,71.0,60,64,0,6,0.0,29.23,29.93,7.3,3,7.9
2008-08-15,1,78,61,70.0,54,61,0,5,0.0,29.44,30.13,6.9,3,7.9
2008-08-16,1,83,58,71.0,53,61,0,6,0.0,29.4,30.13,5.7,29,6.5
2008-08-17,1,84,63,74.0,60,65,0,9,0.0,29.28,30.01,7.9,26,8.0
2008-08-18,1,85,65,75.0,57,64,0,10,0.0,29.26,29.98,7.2,27,7.4
2008-08-19,1,82,63,73.0,64,67,0,8,0.0,29.38,30.08,5.9,4,6.7
2008-08-20,1,81,65,73.0,60,65,0,8,0.0,29.4,30.12,6.0,9,7.4
2008-08-21,1,82,68,75.0,61,66,0,10,0.0,29.31,30.03,6.5,15,8.4
2008-08-22,1,83,72,78.0,68,71,0,13,0.09,29.32,30.03,12.7,19,12.8
2008-08-23,1,87,68,78.0,66,70,0,13,0.0,29.31,30.02,7.6,25,9.4
2008-08-24,1,77,63,70.0,57,62,0,5,0.0,29.34,30.05,7.7,3,9.7
2008-08-25,1,74,64,69.0,54,60,0,4,0.0,29.36,30.08,11.1,5,11.4
2008-08-26,1,76,61,69.0,54,60,0,4,0.0,29.29,30.03,7.7,7,8.4
2008-08-27,1,83,61,72.0,56,63,0,7,0.0,29.2,29.93,4.6,7,5.9
2008-08-28,1,80,63,72.0,64,67,0,7,0.06,29.1,29.82,5.7,19,6.7
2008-08-29,1,85,64,75.0,58,65,0,10,0.04,29.24,29.93,3.5,35,6.5
2008-08-30,1,87,56,72.0,55,62,0,7,0.0,29.39,30.09,2.6,24,3.8
2008-08-31,1,90,60,75.0,56,64,0,10,0.0,29.41,30.13,4.8,13,5.4
2008-09-01,1,90,62,76.0,54,63,0,11,0.0,29.37,30.09,7.0,14,7.7
2008-09-02,1,94,65,80.0,61,68,0,15,0.0,29.31,30.02,3.2,21,4.4
2008-09-03,1,77,66,72.0,60,64,0,7,0.02,29.31,30.02,9.8,1,10.4
2008-09-04,1,67,61,64.0,61,62,1,0,2.9,29.08,29.82,11.6,3,12.4
2008-09-05,1,70,57,64.0,56,59,1,0,0.0,29.22,29.93,5.9,34,6.9
2008-09-06,1,74,53,64.0,54,58,1,0,0.01,29.28,29.98,4.9,27,5.3
2008-09-07,1,74,55,65.0,51,57,0,0,0.0,29.35,30.06,6.4,26,6.6
2008-09-08,1,67,52,60.0,52,55,5,0,1.23,29.41,30.11,4.6,34,6.2
2008-09-09,1,69,49,59.0,45,52,6,0,0.0,29.45,30.17,3.9,36,6.4
2008-09-10,1,72,48,60.0,48,54,5,0,0.0,29.47,30.21,4.3,14,5.1
2008-09-11,1,79,55,67.0,57,61,0,2,0.0,29.33,30.08,8.9,18,9.8
2008-09-12,1,73,69,71.0,67,68,0,6,0.37,29.22,29.96,6.0,22,6.8
2008-09-13,1,75,68,72.0,69,70,0,7,6.64,28.97,29.71,6.4,21,9.1
2008-09-14,1,72,58,65.0,61,62,0,0,1.44,28.97,29.67,7.7,31,10.1
2008-09-15,1,63,53,58.0,51,55,7,0,0.0,29.41,30.1,5.7,34,6.1
2008-09-16,1,71,49,60.0,50,55,5,0,0.0,29.47,30.19,5.3,23,5.8
2008-09-17,1,82,57,70.0,56,60,0,5,0.0,29.46,30.18,2.1,29,7.0
2008-09-18,1,74,56,65.0,55,60,0,0,0.0,29.56,30.28,6.1,9,7.2
2008-09-19,1,77,54,66.0,54,59,0,1,0.0,29.47,30.2,5.8,19,6.0
2008-09-20,1,82,56,69.0,57,61,0,4,0.0,29.46,30.17,1.7,16,2.9
2008-09-21,1,80,58,69.0,61,64,0,4,0.0,29.55,30.26,3.8,5,4.2
2008-09-22,1,81,61,71.0,59,64,0,6,0.0,29.59,30.31,6.9,11,8.0
2008-09-23,1,82,59,71.0,57,62,0,6,0.0,29.56,30.29,7.0,15,7.7
2008-09-24,1,82,57,70.0,59,63,0,5,0.2,29.54,30.27,2.6,23,4.6
2008-09-25,1,77,63,70.0,61,64,0,5,0.0,29.54,30.27,6.9,4,7.5
2008-09-26,1,79,59,69.0,55,60,0,4,0.0,29.42,30.16,3.0,6,4.3
2008-09-27,1,81,53,67.0,54,60,0,2,0.0,29.33,30.06,1.0,3,2.7
2008-09-28,1,68,57,63.0,57,60,2,0,0.0,29.41,30.13,7.2,4,7.8
2008-09-29,1,64,54,59.0,55,57,6,0,0.82,29.26,30.0,3.5,33,4.8
2008-09-30,1,59,48,54.0,44,49,11,0,0.0,29.21,29.95,11.4,31,11.5
2008-10-01,1,61,46,54.0,40,47,11,0,0.0,29.24,29.97,11.2,33,11.1
2008-10-02,1,61,42,52.0,40,47,13,0,0.0,29.18,29.91,8.7,28,9.2
2008-10-03,1,60,44,52.0,42,47,13,0,0.01,29.34,30.05,6.5,3,7.7
2008-10-04,1,61,38,50.0,38,45,15,0,0.0,29.51,30.23,3.2,11,4.4
2008-10-05,1,61,41,51.0,43,48,14,0,0.06,29.51,30.25,5.6,11,6.6
2008-10-06,1,69,54,62.0,47,54,3,0,0.0,29.49,30.23,10.5,11,10.7
2008-10-07,1,63,56,60.0,52,56,5,0,0.8,29.24,30.01,10.3,13,11.3
2008-10-08,1,64,50,57.0,51,54,8,0,0.19,29.13,29.85,7.5,26,8.1
2008-10-09,1,69,47,58.0,38,49,7,0,0.0,29.36,30.05,5.5,29,5.8
2008-10-10,1,72,42,57.0,42,50,8,0,0.0,29.47,30.18,4.8,11,6.7
2008-10-11,1,79,51,65.0,50,57,0,0,0.0,29.52,30.24,4.2,14,5.0
2008-10-12,1,84,57,71.0,56,61,0,6,0.0,29.55,30.27,4.3,15,5.1
2008-10-13,1,77,61,69.0,58,63,0,4,0.0,29.47,30.21,7.7,20,8.1
2008-10-14,1,69,53,61.0,43,51,4,0,0.0,29.49,30.22,2.0,30,6.8
2008-10-15,1,63,47,55.0,50,53,10,0,0.3,29.34,30.06,4.2,32,6.3
2008-10-16,1,59,43,51.0,38,44,14,0,0.0,29.52,30.25,6.1,35,7.5
2008-10-17,1,57,43,50.0,39,44,15,0,0.0,29.53,30.26,6.2,36,7.2
2008-10-18,1,60,43,52.0,40,45,13,0,0.05,29.58,30.32,2.1,7,6.1
2008-10-19,1,62,40,51.0,37,45,14,0,0.0,29.49,30.24,12.0,19,12.4
2008-10-20,1,55,43,49.0,42,46,16,0,0.18,29.48,30.21,4.0,31,7.6
2008-10-21,1,55,38,47.0,35,42,18,0,0.0,29.64,30.37,7.1,2,8.7
2008-10-22,1,52,35,44.0,30,40,21,0,0.0,29.65,30.39,12.1,12,13.1
2008-10-23,1,58,41,50.0,36,44,15,0,0.16,29.5,30.27,11.5,12,11.8
2008-10-24,1,54,44,49.0,44,47,16,0,0.32,29.18,29.96,5.3,19,6.1
2008-10-25,1,53,43,48.0,40,44,17,0,0.0,29.02,29.77,11.9,22,12.3
2008-10-26,1,56,37,47.0,32,41,18,0,0.0,29.1,29.8,17.2,27,17.8
2008-10-27,1,47,33,40.0,27,35,25,0,0.0,29.51,30.2,13.7,31,14.4
2008-10-28,1,45,31,38.0,23,33,27,0,0.0,29.54,30.29,10.5,30,10.9
2008-10-29,1,51,32,42.0,24,34,23,0,0.0,29.47,30.21,3.7,32,6.2
2008-10-30,1,62,31,47.0,32,41,18,0,0.0,29.57,30.31,10.5,19,10.4
2008-10-31,1,70,48,59.0,46,51,6,0,0.0,29.57,30.3,5.7,22,7.4
2009-05-01,1,60,46,53.0,40,47,12,0,0.02,29.26,29.98,8.4,29,8.5
2009-05-02,1,66,44,55.0,33,45,10,0,0.0,29.21,29.94,8.8,26,9.2
2009-05-03,1,70,43,57.0,34,47,8,0,0.0,29.19,29.92,3.9,26,4.9
2009-05-04,1,70,43,57.0,34,47,8,0,0.0,29.31,30.02,6.5,9,7.6
2009-05-05,1,71,49,60.0,40,50,5,0,0.0,29.22,29.95,5.5,13,6.0
2009-05-06,1,75,51,63.0,51,55,2,0,0.67,29.05,29.79,6.5,19,8.1
2009-05-07,1,77,56,67.0,52,57,0,2,0.19,29.01,29.73,8.5,25,10.3
2009-05-08,1,77,53,65.0,53,58,0,0,0.02,28.94,29.68,4.9,21,6.0
2009-05-09,1,63,46,55.0,44,48,10,0,0.0,29.19,29.87,6.8,29,11.8
2009-05-10,1,67,40,54.0,39,46,11,0,0.0,29.41,30.11,4.7,30,8.4
2009-05-11,1,61,39,50.0,35,44,15,0,0.0,29.47,30.2,0.7,8,4.6
2009-05-12,1,71,39,55.0,34,47,10,0,0.0,29.38,30.13,9.5,16,9.6
2009-05-13,1,70,53,62.0,56,58,3,0,0.55,29.01,29.76,14.4,19,16.4
2009-05-14,1,68,53,61.0,44,52,4,0,0.0,29.31,30.0,10.5,27,10.7
2009-05-15,1,61,52,57.0,51,54,8,0,0.39,29.28,30.0,6.0,16,8.8
2009-05-16,1,62,45,54.0,40,49,11,0,0.0,29.36,30.05,11.0,29,12.5
2009-05-17,1,63,39,51.0,27,42,14,0,0.0,29.6,30.32,0.2,33,6.2
2009-05-18,1,66,40,53.0,33,45,12,0,0.0,29.54,30.29,9.6,19,9.9
2009-05-19,1,80,52,66.0,44,55,0,1,0.0,29.48,30.21,13.5,21,13.8
2009-05-20,1,84,61,73.0,44,57,0,8,0.0,29.4,30.13,14.4,20,14.6
2009-05-21,1,84,60,72.0,49,59,0,7,0.0,29.38,30.09,7.8,23,12.8
2009-05-22,1,69,53,61.0,46,53,4,0,0.0,29.46,30.18,10.4,4,10.7
2009-05-23,1,80,50,65.0,50,57,0,0,0.0,29.33,30.06,4.5,7,5.7
2009-05-24,1,71,55,63.0,46,53,2,0,0.0,29.34,30.07,10.4,4,11.0
2009-05-25,1,67,54,61.0,43,51,4,0,0.04,29.28,30.02,10.3,6,10.8
2009-05-26,1,74,53,64.0,51,55,1,0,1.73,29.08,29.82,7.5,5,7.8
2009-05-27,1,73,55,64.0,58,60,1,0,0.02,28.95,29.68,3.6,24,7.2
2009-05-28,1,62,54,58.0,51,54,7,0,0.0,29.06,29.76,6.8,30,8.1
2009-05-29,1,74,50,62.0,49,55,3,0,0.0,29.17,29.88,2.7,32,6.9
2009-05-30,1,79,50,65.0,46,54,0,0,0.0,29.09,29.81,2.9,27,6.8
2009-05-31,1,73,45,59.0,41,50,6,0,0.0,29.21,29.94,2.7,10,4.6
2009-06-01,1,78,51,65.0,53,57,0,0,0.44,29.19,29.89,1.2,34,11.1
2009-06-02,1,60,48,54.0,46,50,11,0,0.12,29.36,30.09,7.4,3,8.0
2009-06-03,1,61,43,52.0,39,46,13,0,0.0,29.42,30.15,10.5,4,10.7
2009-06-04,1,68,42,55.0,37,48,10,0,0.0,29.31,30.05,4.7,4,5.9
2009-06-05,1,79,44,62.0,44,54,3,0,0.0,29.18,29.91,5.8,26,6.7
2009-06-06,1,63,51,57.0,45,50,8,0,0.02,29.2,29.93,6.2,5,7.7
2009-06-07,1,73,52,63.0,53,57,2,0,0.04,29.14,29.87,2.7,8,6.9
2009-06-08,1,80,52,66.0,60,63,0,1,0.45,29.06,29.77,5.9,24,9.2
2009-06-09,1,67,55,61.0,53,56,4,0,0.0,29.23,29.94,4.0,6,6.3
2009-06-10,1,67,54,61.0,49,53,4,0,0.01,29.15,29.89,8.0,5,8.7
2009-06-11,1,64,53,59.0,51,54,6,0,0.01,29.11,29.83,10.2,3,10.3
2009-06-12,1,74,49,62.0,49,55,3,0,0.0,29.24,29.95,4.4,7,5.8
2009-06-13,1,68,54,61.0,51,55,4,0,0.33,29.28,30.0,5.9,5,6.7
2009-06-14,1,77,51,64.0,48,57,1,0,0.0,29.29,30.01,4.5,4,4.7
2009-06-15,1,81,53,67.0,49,58,0,2,0.0,29.28,30.01,5.5,9,6.4
2009-06-16,1,71,59,65.0,55,60,0,0,1.23,29.15,29.89,11.2,10,11.8
2009-06-17,1,71,61,66.0,59,62,0,1,0.0,29.16,29.88,3.0,36,6.2
2009-06-18,1,80,61,71.0,63,67,0,6,0.12,29.08,29.79,6.7,16,7.9
2009-06-19,1,86,65,76.0,67,69,0,11,3.97,28.97,29.7,7.2,18,11.6
2009-06-20,1,87,68,78.0,65,70,0,13,0.0,29.08,29.76,8.3,29,8.6
2009-06-21,1,84,70,77.0,63,68,0,12,0.01,29.12,29.82,2.8,7,3.9
2009-06-22,1,89,68,79.0,67,71,0,14,0.09,29.09,29.79,4.0,11,5.6
2009-06-23,1,94,71,83.0,69,73,0,18,0.0,29.16,29.87,1.8,14,3.5
2009-06-24,1,94,75,85.0,68,73,0,20,0.04,29.16,29.87,1.9,22,5.8
2009-06-25,1,94,75,85.0,69,73,0,20,0.0,29.08,29.8,2.4,32,4.9
2009-06-26,1,86,69,78.0,60,67,0,13,0.0,29.2,29.85,6.4,4,8.2
2009-06-27,1,89,62,76.0,61,67,0,11,0.3,29.1,29.82,5.1,21,6.9
2009-06-28,1,83,66,75.0,53,62,0,10,0.0,29.0,29.73,13.2,29,13.6
2009-06-29,1,77,63,70.0,54,61,0,5,0.0,28.89,29.6,12.2,30,12.7
2009-06-30,1,66,59,63.0,53,57,2,0,0.0,28.95,29.65,8.9,30,9.1
2009-07-01,1,65,57,61.0,52,56,4,0,0.0,29.07,29.77,8.2,32,8.7
2009-07-02,1,73,59,66.0,54,60,0,1,0.0,29.26,29.95,8.4,31,8.8
2009-07-03,1,79,63,71.0,56,62,0,6,0.0,29.36,30.06,1.2,34,5.8
2009-07-04,1,69,59,64.0,58,61,1,0,0.2,29.26,29.99,1.8,13,3.8
2009-07-05,1,81,57,69.0,58,63,0,4,0.05,29.2,29.92,0.7,34,2.4
2009-07-06,1,86,60,73.0,54,62,0,8,0.0,29.14,29.86,7.5,31,7.8
2009-07-07,1,77,59,68.0,54,60,0,3,0.0,29.18,29.89,5.9,7,7.0
2009-07-08,1,65,61,63.0,56,59,2,0,0.06,29.28,29.99,6.8,6,7.0
2009-07-09,1,79,59,69.0,57,63,0,4,0.0,29.35,30.07,5.8,11,6.9
2009-07-10,1,82,63,73.0,64,67,0,8,0.08,29.34,30.06,4.4,21,4.9
2009-07-11,1,85,63,74.0,59,65,0,9,0.25,29.34,30.04,4.8,31,7.0
2009-07-12,1,82,58,70.0,51,60,0,5,0.0,29.35,30.07,2.9,29,5.7
2009-07-13,1,79,61,70.0,46,57,0,5,0.0,29.36,30.07,4.8,7,5.8
2009-07-14,1,80,55,68.0,51,59,0,3,0.0,29.34,30.07,6.7,16,7.5
2009-07-15,1,85,65,75.0,62,67,0,10,0.68,29.18,29.9,10.0,24,12.4
2009-07-16,1,80,64,72.0,56,62,0,7,0.0,29.17,29.89,9.9,28,10.8
2009-07-17,1,70,57,64.0,51,56,1,0,0.0,29.15,29.87,10.6,30,10.8
2009-07-18,1,72,57,65.0,52,57,0,0,0.0,29.31,30.01,8.1,31,8.2
2009-07-19,1,71,57,64.0,52,58,1,0,0.0,29.39,30.11,1.3,36,4.0
2009-07-20,1,76,55,66.0,55,60,0,1,0.0,29.36,30.09,5.1,9,5.5
2009-07-21,1,80,58,69.0,57,62,0,4,0.04,29.28,30.01,3.1,13,5.8
2009-07-22,1,78,63,71.0,61,64,0,6,0.0,29.23,29.95,3.5,3,5.0
2009-07-23,1,82,62,72.0,58,63,0,7,0.0,29.21,29.93,2.6,32,5.0
2009-07-24,1,83,61,72.0,59,64,0,7,0.14,29.08,29.83,8.9,23,9.8
2009-07-25,1,81,66,74.0,58,64,0,9,0.0,29.02,29.73,10.6,28,11.1
2009-07-26,1,82,63,73.0,58,64,0,8,0.0,29.13,29.82,8.0,29,8.6
2009-07-27,1,84,64,74.0,61,66,0,9,0.02,29.13,29.86,9.3,23,10.1
2009-07-28,1,84,66,75.0,60,66,0,10,0.01,29.08,29.78,6.4,28,8.0
2009-07-29,1,81,62,72.0,51,59,0,7,0.0,29.13,29.84,4.2,35,7.1
2009-07-30,1,79,59,69.0,57,62,0,4,0.0,29.15,29.85,4.4,23,5.5
2009-07-31,1,81,58,70.0,54,61,0,5,0.0,29.23,29.94,6.2,26,7.3
2009-08-01,1,75,61,68.0,59,62,0,3,0.0,29.18,29.91,11.6,22,11.4
2009-08-02,1,78,57,68.0,51,59,0,3,0.0,29.2,29.93,6.8,25,9.6
2009-08-03,1,84,67,76.0,60,66,0,11,0.07,29.1,29.82,12.2,21,12.4
2009-08-04,1,85,67,76.0,61,67,0,11,0.0,29.17,29.87,2.5,2,5.8
2009-08-05,1,79,61,70.0,54,61,0,5,0.0,29.34,30.05,2.9,6,4.2
2009-08-06,1,82,60,71.0,51,60,0,6,0.0,29.39,30.09,1.4,6,5.4
2009-08-07,1,74,64,69.0,59,63,0,4,0.33,29.36,30.09,7.3,15,7.8
2009-08-08,1,89,68,79.0,70,73,0,14,0.02,29.2,29.92,12.9,21,13.6
2009-08-09,1,91,77,84.0,71,74,0,19,0.18,29.23,29.94,11.6,23,12.9
2009-08-10,1,85,70,78.0,65,69,0,13,0.0,29.24,29.95,6.9,26,7.2
2009-08-11,1,82,62,72.0,61,66,0,7,0.0,29.3,30.0,6.3,2,8.0
2009-08-12,1,83,60,72.0,55,62,0,7,0.0,29.39,30.09,3.7,4,5.9
2009-08-13,1,86,60,73.0,55,63,0,8,0.0,29.38,30.1,1.5,14,3.8
2009-08-14,1,88,63,76.0,59,66,0,11,0.0,29.38,30.1,5.4,21,5.7
2009-08-15,1,89,67,78.0,61,67,0,13,0.0,29.32,30.04,8.7,19,8.9
2009-08-16,1,88,70,79.0,67,70,0,14,0.63,29.27,29.99,9.5,20,10.2
2009-08-17,1,83,70,77.0,68,70,0,12,0.33,29.28,30.0,4.6,22,5.8
2009-08-18,1,83,65,74.0,59,65,0,9,0.0,29.28,29.99,7.5,27,8.1
2009-08-19,1,83,59,71.0,60,65,0,6,0.35,29.08,29.83,5.7,16,8.7
2009-08-20,1,78,64,71.0,61,65,0,6,0.07,28.93,29.66,12.1,23,12.5
2009-08-21,1,73,59,66.0,58,61,0,1,0.16,29.07,29.75,7.7,27,10.7
2009-08-22,1,68,57,63.0,52,56,2,0,0.0,29.31,30.0,7.8,1,9.4
2009-08-23,1,74,56,65.0,53,58,0,0,0.0,29.38,30.09,2.7,2,6.4
2009-08-24,1,79,54,67.0,56,61,0,2,0.0,29.41,30.13,3.8,21,5.1
2009-08-25,1,83,59,71.0,61,65,0,6,0.0,29.33,30.05,9.1,21,9.2
2009-08-26,1,73,62,68.0,62,64,0,3,0.93,29.36,30.08,5.2,2,7.8
2009-08-27,1,67,61,64.0,60,61,1,0,0.95,29.36,30.08,9.1,7,9.7
2009-08-28,1,68,60,64.0,61,62,1,0,0.22,29.18,29.93,3.4,2,5.7
2009-08-29,1,69,56,63.0,51,56,2,0,0.02,29.18,29.89,11.4,31,11.8
